,index,_id,detail_url,shop_name,phone,price_range,category,score,address,locatedin,industry_group,reviews_log,digital_presence,contact_date,process_status,reviews_log_norm,score_norm,merchant_rating,tier,channel
214,134300,68747bbd227f08b1a60396d5,https://www.google.com/maps/place/leaf+cafe+%26+co.+north+kellyville/data=!4m7!3m6!1s0x6b129f89850183b9:0x3346bd3f71973368!8m2!3d-33.6860234!4d150.9515525!16s%2fg%2f11d_czsytm!19schijuymbhymfemsradoxct-9rjm?authuser=0&hl=en&rclk=1,leaf cafe & co. north kellyville,+61 2 9629 2256,a$20–40,cafe,4.1,"46 withers rd, north kellyville nsw 2155, australia",floor g · north kellyville square,Hospitality,1.609437912,0,2025-10-16,won,0.07393176019,0.82,8.455223213,Tier 3,Tele
215,85656,686993fe040444bf6f06fa6f,https://www.google.com/maps/place/kingsleys+woolloomooloo/data=!4m7!3m6!1s0x6b12ae6dec62f04d:0x74ff139405888c03!8m2!3d-33.8678565!4d151.2206764!16s%2fg%2f1t_wphs8!19schijtfbi7g2uemsra4yibzqt_3q?authuser=0&hl=en&rclk=1,kingsleys woolloomooloo,+61 2 8322 2090,,steak house,4.5,"10/6 cowper wharf roadway, woolloomooloo nsw 2011, australia",,Hospitality,3.218875825,0,2025-10-21,lost,0.3068656074,0.9,25.08059252,Tier 3,Tele
216,27953,6874748ed36c9cc4a973b8aa,https://www.google.com/maps/place/noir+sydney/data=!4m7!3m6!1s0x6b12afdf3fd27665:0xa1eaaa78d0a98ec!8m2!3d-33.8803223!4d151.2160986!16s%2fg%2f11q4jj_w2t!19schijzxbsp9-vemsr7jgkjaeqhgo?authuser=0&hl=en&rclk=1,noir sydney,,,night club,2.6,"163 oxford st, darlinghurst nsw 2010, australia",,Hospitality,4.418840608,1,2025-10-08,process,0.4805364344,0.52,45.71755041,Tier 1,Street
217,94331,686a184bc88f2e47da5766f1,https://www.google.com/maps/place/franky+%26+co+edensor+park/data=!4m7!3m6!1s0x6b1296a67cb291d5:0xb8994c5c2703faef!8m2!3d-33.8761402!4d150.8767797!16s%2fg%2f11d_c_byg8!19schij1zgyfkawemsr7_odj1xmmbg?authuser=0&hl=en&rclk=1,franky & co edensor park,+61 2 8786 0192,a$1–20,cafe,3.8,"shop 17/207 edensor rd, edensor park nsw 2176, australia",,Hospitality,4.234106505,0,2025-10-31,lost,0.4537998794,0.76,34.80599156,Tier 2,Tele
218,217794,68747d5277bd2347dfd2035f,https://www.google.com/maps/place/splash+coffee/data=!4m7!3m6!1s0x6b12b1041b93fdbb:0xadedd02871926552!8m2!3d-33.8916373!4d151.1516158!16s%2fg%2f11y1tcy_hx!19schiju_2tgwsxemsrumwscsjq7a0?authuser=0&hl=en&rclk=1,splash coffee,+61 447 450 848,a$20–40,cafe,4.3,"2a station st, petersham nsw 2049, australia",,Hospitality,3.526360525,0,2025-10-06,process,0.3513678485,0.86,28.03574939,Tier 2,Tele
219,107104,687470b7138006c93a218998,https://www.google.com/maps/place/dorchester+cafe/data=!4m7!3m6!1s0x6b12ae6a25a16067:0x6dccfc8679584958!8m2!3d-33.864908!4d151.2123307!16s%2fg%2f1td5rf7v!19schijz2chjwquemsrwelyeyb8zg0?authuser=0&hl=en&rclk=1,dorchester cafe,+61 2 9247 4058,a$1–20,cafe,4.4,"14 phillip ln, sydney nsw 2000, australia",,Hospitality,5.521460918,1,2025-10-12,lost,0.6401186021,0.88,58.32830215,Tier 1,Tele
220,112711,6874e8d2b2350cfa2c0b0a9f,https://www.google.com/maps/place/red+rooster/data=!4m7!3m6!1s0x6b12b0e3aaaaaaab:0x7831a417aff64c16!8m2!3d-33.9340498!4d151.1788672!16s%2fg%2f1w0h_s16!19schijq6qqquowemsrfkz2rxekmxg?authuser=0&hl=en&rclk=1,red rooster,+61 2 9352 7312,a$1–20,chicken restaurant,2.4,"keith smith ave, mascot nsw 2020, australia",located in: sydney airport,Hospitality,2.197224577,1,2025-10-16,process,0.159002087,0.48,23.05014609,Tier 3,Tele
221,185023,687470e483109714307c4c97,https://www.google.com/maps/place/manila+grind+co./data=!4m7!3m6!1s0x6b12b1e2951c7e19:0x682216ef86ea15ec!8m2!3d-33.9251586!4d151.2116407!16s%2fg%2f11v0jsyp5b!19schijgx4clekxemsr7bxqhu8wimg?authuser=0&hl=en&rclk=1,manila grind co.,+61 411 641 933,a$1–20,cafe,4.8,"19a evans ave, eastlakes nsw 2018, australia",located in: eastlakes shopping centre,Hospitality,2.772588722,0,2025-10-18,won,0.2422745033,0.96,20.79921523,Tier 3,Tele
222,26124,6874ff541d61f00dd911334a,https://www.google.com/maps/place/fiori+apartments+-+one-bedroom+apartment/data=!4m9!3m8!5m2!4m1!1i2!8m2!3d-33.8181496!4d151.0086823!16s%2fg%2f11ycl2vclb!17bq0ff?authuser=0&hl=en&rclk=1,fiori apartments - one-bedroom apartment,,,apartment,3.4,"parramatta, australia",,Hospitality,3.044522438,1,2025-10-11,won,0.2816314527,0.68,32.43420169,Tier 2,Street
223,84221,687472995a30a557ff8f0161,https://www.google.com/maps/place/st+siandra/data=!4m7!3m6!1s0x6b12abe2dc0be031:0x31676c66ae923a8c!8m2!3d-33.807003!4d151.2476856!16s%2fg%2f11s57t7pks!19schijmeal3okremsrjdqsrmzszze?authuser=0&hl=en&rclk=1,st siandra,+61 2 8251 2444,,restaurant,4.5,"75 lower, parriwi rd, mosman nsw 2088, australia",,Hospitality,2.564949357,0,2025-10-09,lost,0.2122228711,0.9,18.45560098,Tier 3,Tele
224,109127,6874828792b7113522f9acc1,https://www.google.com/maps/place/nua+lao+thai/data=!4m7!3m6!1s0x6b12ae2377d7becf:0xa298aeba29dfc66d!8m2!3d-33.8806135!4d151.20415!16s%2fg%2f11btvb7nys!19schijz77xdyouemsrbcbfkbqumki?authuser=0&hl=en&rclk=1,nua lao thai,+61 2 9281 3180,a$20–40,thai restaurant,4.3,"203/209 thomas st, haymarket nsw 2000, australia",,Hospitality,2.564949357,1,2025-10-17,lost,0.2122228711,0.86,28.29560098,Tier 2,Tele
225,1514,687480fb5a30a557ff8f0b84,https://www.google.com/maps/place/costi%27s+fish+and+chips+at+coogee/data=!4m7!3m6!1s0x6b12b337e605bb3b:0xd156db56f62f56d!8m2!3d-33.920788!4d151.2555968!16s%2fg%2f11p68_cmmm!19schijo7sf5jezemsrbfvib7vtfq0?authuser=0&hl=en&rclk=1,costi's fish and chips at coogee,,a$1–20,seafood restaurant,4.6,"229 coogee bay rd, coogee nsw 2034, australia",,Hospitality,2.63905733,1,2025-10-16,lost,0.2229485133,0.92,29.28639593,Tier 2,Street
226,22810,686a1c4ac88f2e47da57695a,https://www.google.com/maps/place/queens+park+kitchen/data=!4m7!3m6!1s0x6b12b208d8c97dab:0x274c49fd1bd6fa5b!8m2!3d-33.9030617!4d151.2479191!16s%2fg%2f1pp2x7l59!19schijq33j2aiyemsrw_rwg_1jtcc?authuser=0&hl=en&rclk=1,queens park kitchen,,a$1–20,cafe,3.9,"darley rd, queens park nsw 2031, australia",,Hospitality,5.80814249,1,2025-10-13,process,0.6816100079,0.78,60.83270055,Tier 1,Street
227,93963,68747143de0ce96db5d23abd,https://www.google.com/maps/place/malaak+baghdad+restaurant/data=!4m7!3m6!1s0x6b12962a098cd545:0xfb07f80ba72680ae!8m2!3d-33.8688723!4d150.9537345!16s%2fg%2f11hj9qrr_q!19schijrdwmcsqwemsrroampwv4b_s?authuser=0&hl=en&rclk=1,malaak baghdad restaurant,+61 2 8773 9958,a$1–20,restaurant,4.6,"2/4 station st, fairfield nsw 2165, australia",floor g · fairfield plaza,Hospitality,3.465735903,1,2025-10-14,lost,0.3425936508,0.92,37.66155556,Tier 2,Tele
228,226605,68754aeaaf9fdd5975f4d356,https://www.google.com/maps/place/little+indo+town/data=!4m7!3m6!1s0x6b12af001ff73233:0xea1c27f7ee113b31!8m2!3d-33.8850022!4d151.2006816!16s%2fg%2f11y56kg1t_!19schijmzl3hwcvemsrmtsr7vcnhoo?authuser=0&hl=en&rclk=1,little indo town,+61 466 873 599,a$20–40,asian restaurant,3.7,"28 broadway, chippendale nsw 2008, australia",floor 0 · central park mall,Hospitality,3.80666249,0,2025-10-28,process,0.3919359342,0.74,30.39551539,Tier 2,Tele
229,235737,686999c3f8e3455e3cbc0688,https://www.google.com/maps/place/no.+1+skewers/data=!4m7!3m6!1s0x6b12a5729e3bb4ab:0x3db52daf6eb208ca!8m2!3d-33.7919407!4d151.0789562!16s%2fg%2f11x1t0bjkh!19schijq7q7nnklemsrygiybq8ttt0?authuser=0&hl=en&rclk=1,no. 1 skewers,+61 494 363 260,a$20–40,fast food restaurant,4.7,"217 rowe st, eastwood nsw 2122, australia",,Hospitality,1.386294361,1,2025-10-05,process,0.04163620813,0.94,16.67453457,Tier 3,Tele
230,135776,68747ddfe22dc408ae0068fd,https://www.google.com/maps/place/cherry+beans+rydalmere/data=!4m7!3m6!1s0x6b12affc77ac0673:0xeb1b89d834ea8bc1!8m2!3d-33.8157081!4d151.0424772!16s%2fg%2f11v6wy0gd6!19schijcwasd_yvemsrwyvqnnijg-s?authuser=0&hl=en&rclk=1,cherry beans rydalmere,+61 2 9637 0136,a$20–40,cafe,4.7,"62 south st, rydalmere nsw 2116, australia",,Hospitality,3.295836866,1,2025-10-27,lost,0.318004174,0.94,36.02029218,Tier 2,Tele
231,138725,687497a49be953c4e87cc0fb,https://www.google.com/maps/place/thai+banyantree+coogee/data=!4m7!3m6!1s0x6b12b3c801be14bd:0xc4182030221d278e!8m2!3d-33.9234174!4d151.2564411!16s%2fg%2f11j8kft11z!19schijvrs-acizemsrjicdijaggmq?authuser=0&hl=en&rclk=1,thai banyantree coogee,+61 2 9664 7188,a$20–40,rice restaurant,4.2,"267 arden st, coogee nsw 2034, australia",,Hospitality,3.258096538,0,2025-11-03,process,0.3125420187,0.84,25.23794131,Tier 3,Tele
232,181268,68747c0a4cfe0ef9ece2cc8a,https://www.google.com/maps/place/town+hall+espresso/data=!4m7!3m6!1s0x6b12ae3c1c99974d:0xb54a3b70324ab75e!8m2!3d-33.8728785!4d151.2051907!16s%2fg%2f1td65gjz!19schijtzezhdyuemsrxrdkmna7sru?authuser=0&hl=en&rclk=1,town hall espresso,+61 409 634 989,a$1–20,cafe,4.3,"l1/456 kent st, sydney nsw 2000, australia",floor 0 · city of sydney council,Hospitality,5.883322388,0,2025-10-26,process,0.6924907898,0.86,51.91435529,Tier 1,Tele
233,132268,68747bdbf8e3455e3cbf6c5a,https://www.google.com/maps/place/blt/data=!4m7!3m6!1s0x6b12969e5e7ec401:0x6ee75c2f1625a8e9!8m2!3d-33.8868103!4d150.8889445!16s%2fg%2f11f3zq_mdt!19schijacr-xp6wemsr6aglfi9c524?authuser=0&hl=en&rclk=1,blt,+61 2 9610 9443,a$1–20,fast food restaurant,3.9,"bonnyrigg plaza, shop f1, bonnyrigg plaza, 100 bonnyrigg ave, bonnyrigg nsw 2177, australia",located in: bonnyrigg plaza,Hospitality,6.881411304,1,2025-10-10,process,0.8369441354,0.78,71.70608947,Tier 1,Tele
234,94712,6874977f4f66e0cc531612a1,https://www.google.com/maps/place/sushi+culture/data=!4m7!3m6!1s0x6b128f2258cb2907:0xec6412d7771852aa!8m2!3d-33.7687841!4d150.7349646!16s%2fg%2f11ncf33chy!19schijbynlwckpemsrqliyd9cszow?authuser=0&hl=en&rclk=1,sushi culture,+61 2 8798 7982,a$20–40,japanese restaurant,4.4,"tenancy 2/68 o'connell st, caddens nsw 2747, australia",located in: caddens corner,Hospitality,1.386294361,1,2025-10-11,won,0.04163620813,0.88,16.43453457,Tier 3,Tele
235,108636,687484058cb06f907b4b7829,https://www.google.com/maps/place/park+regis+city+centre/data=!4m10!3m9!1s0x6b12ae3e72f447c3:0x3c7c0abbd94eff99!5m2!4m1!1i2!8m2!3d-33.8733671!4d151.2087451!16s%2fg%2f1thtd8mg!19schijw0f0cj6uemsrmf9o2bskfdw?authuser=0&hl=en&rclk=1,park regis city centre,+61 2 9267 6511,,3-star hotel,3.4,"27 park st, sydney nsw 2000, australia",,Hospitality,1.386294361,0,2025-10-27,lost,0.04163620813,0.68,5.634534569,Tier 3,Tele
236,79505,6875659f1b778ec0dcefcb09,https://www.google.com/maps/place/kimpton+margot+sydney/data=!4m7!3m6!1s0x6b12ae3db5ea9fc3:0x3b0155a08051f08f!8m2!3d-33.8748991!4d151.2078403!16s%2fg%2f11p67lbgqw!19schijw5_qtt2uemsrj_brgkbvats?authuser=0&hl=en&rclk=1,kimpton margot sydney,+61 2 8027 8000,,5-star hotel,4.5,"339 pitt st, sydney nsw 2000, australia",,Hospitality,5.564520407,1,2025-10-09,lost,0.6463505993,0.9,58.84454195,Tier 1,Tele
237,75969,6874728b941bd9ac57b57ae7,https://www.google.com/maps/place/butchers+brew+bar/data=!4m7!3m6!1s0x6b12b1cc2f742457:0x5fc31ca11e717080!8m2!3d-33.9036225!4d151.1429928!16s%2fg%2f11fj2m45bt!19schijvyr0l8yxemsrghbxhqecw18?authuser=0&hl=en&rclk=1,butchers brew bar,+61 2 7226 5595,,bar,4.5,"499 marrickville rd, dulwich hill nsw 2203, australia",,Hospitality,1.609437912,0,2025-11-01,lost,0.07393176019,0.9,8.775223213,Tier 3,Tele
238,138514,68747c5d49ab7506ca160418,https://www.google.com/maps/place/shalom+kingsford/data=!4m7!3m6!1s0x6b12b18f2626cb5d:0x4256accaa4244321!8m2!3d-33.9220323!4d151.2271721!16s%2fg%2f1txy2hjg!19schijxcsmjo-xemsriumkpmqsvki?authuser=0&hl=en&rclk=1,shalom kingsford,+61 2 9662 4455,a$1–20,indonesian restaurant,4.3,"2/458 anzac parade, kingsford nsw 2032, australia",,Hospitality,3.135494216,0,2025-11-01,won,0.2947977924,0.86,24.07584547,Tier 3,Tele
239,166037,686a1dd1e3effe4dd2180269,https://www.google.com/maps/place/cedarwood+cafe/data=!4m7!3m6!1s0x6b12a794c7d451a5:0x1e513ae920136e4d!8m2!3d-33.7185226!4d151.1162344!16s%2fg%2f1pwfvswxl!19schijpvhux5snemsrtw4tiok6ur4?authuser=0&hl=en&rclk=1,cedarwood cafe,+61 2 9989 8768,a$20–40,cafe,4.3,"23 coonanbarra rd, wahroonga nsw 2076, australia",,Hospitality,2.564949357,0,2025-11-02,process,0.2122228711,0.86,18.29560098,Tier 3,Tele
240,162101,686a1985a769f1a982af8985,https://www.google.com/maps/place/gelato+messina+martin+place/data=!4m7!3m6!1s0x6b12afeba575de13:0x26bddd83aea6bd6!8m2!3d-33.8678843!4d151.2096374!16s%2fg%2f11tn6y07hs!19schije951peuvemsr1mvqotjdawi?authuser=0&hl=en&rclk=1,gelato messina martin place,+61 2 9939 2771,,ice cream shop,4.6,"shop 7.10/25 martin pl, sydney nsw 2000, australia",,Hospitality,3.784189634,0,2025-10-11,lost,0.3886834392,0.92,30.88784074,Tier 2,Tele
241,136786,6875099c9acca258def11eb1,https://www.google.com/maps/place/wm+hotel+bankstown/data=!4m10!3m9!1s0x6b12bdcb55f21713:0x74343d4eca09a591!5m2!4m1!1i2!8m2!3d-33.902255!4d151.000272!16s%2fg%2f11hzwhqp13!19schijexfyvcu9emsrkaujyk49nhq?authuser=0&hl=en&rclk=1,wm hotel bankstown,+61 2 9644 9600,,4-star hotel,3.6,"850 hume hwy, bass hill nsw 2197, australia",,Hospitality,4.521788577,0,2025-10-27,won,0.4954360875,0.72,37.56052613,Tier 2,Tele
242,164906,687546065b8467aaf67b787a,https://www.google.com/maps/place/ashiana+indian+restaurant/data=!4m7!3m6!1s0x6b12ab0f5d2ae709:0x1b6ce3aab66b5110!8m2!3d-33.7971629!4d151.2873923!16s%2fg%2f1tgxj65g!19schijcecqxq-remsreffrtqrjbbs?authuser=0&hl=en&rclk=1,ashiana indian restaurant,+61 2 9977 3466,a$20–40,indian restaurant,4.1,"2 sydney rd, manly nsw 2095, australia",,Hospitality,1.386294361,1,2025-10-05,process,0.04163620813,0.82,16.19453457,Tier 3,Tele
243,23022,686a199a0aa2aa990abeabfe,https://www.google.com/maps/place/kavorka+kafe/data=!4m7!3m6!1s0x6b12bb32d84dc697:0xfe84273efe403e77!8m2!3d-33.8567894!4d151.0795255!16s%2fg%2f11bzq4xvcc!19schijl8zn2dk7emsrdz5a_j4nhp4?authuser=0&hl=en&rclk=1,kavorka kafe,,,cafe,4.4,"33/11-21 underwood road homebush, nsw ground floor, sydney nsw 2140, australia",,Hospitality,2.397895273,0,2025-10-24,lost,0.188045144,0.88,16.68316008,Tier 3,Street
244,129383,68747d4accd653e5965931a0,https://www.google.com/maps/place/sun+ming+restaurant/data=!4m7!3m6!1s0x6b12b9bd2a620367:0xdf4f9bb05e0ec0df!8m2!3d-33.9675821!4d151.1056246!16s%2fg%2f1hc22w_3l!19schijzwnikr25emsr38aoxrcbt98?authuser=0&hl=en&rclk=1,sun ming restaurant,+61 2 9585 2772,a$20–40,cantonese restaurant,3.8,"173a forest rd, hurstville nsw 2220, australia",,Hospitality,1.098612289,0,2025-10-23,lost,0,0.76,3.04,Tier 3,Tele
245,208227,6874ba2b83109714307c8612,https://www.google.com/maps/place/highview+cottage+-+family+accommodation/data=!4m10!3m9!1s0x6b0d637375c39dc5:0x9184eff0389f375d!5m2!4m1!1i2!8m2!3d-33.5594003!4d150.8081231!16s%2fg%2f11b7q82768!19schijxz3ddxnjdwsrxtefopdvhje?authuser=0&hl=en&rclk=1,highview cottage - family accommodation,+61 428 982 015,,2-star hotel,4.7,"172a blacktown rd, freemans reach nsw 2756, australia",,Hospitality,2.890371758,0,2025-10-16,process,0.2593212346,0.94,21.91248642,Tier 3,Tele
246,150785,68747d21905d3c1217155f91,https://www.google.com/maps/place/tavana+trattoria/data=!4m7!3m6!1s0x6b12bd157818aa51:0xbb7322f012326dc!8m2!3d-33.8540138!4d150.9734195!16s%2fg%2f11vbhhkqr5!19schijuaoyebw9emsr3cyjas8ytws?authuser=0&hl=en&rclk=1,tavana trattoria,+61 2 9780 1374,a$20–40,restaurant,4.7,"25/55 tamplin rd, guildford nsw 2161, australia",,Hospitality,1.386294361,0,2025-10-18,lost,0.04163620813,0.94,6.674534569,Tier 3,Tele
247,32148,6874e8c7bf72ed8ff7239eb4,https://www.google.com/maps/place/brother+zhao+chuan+style+noodles/data=!4m7!3m6!1s0x6b12a60dabc9efd5:0x5c28007141807c74!8m2!3d-33.7768653!4d151.1201129!16s%2fg%2f11f57sd6st!19schij1e_jqw2memsrdhyaqxeakfw?authuser=0&hl=en&rclk=1,brother zhao chuan style noodles,,a$1–20,restaurant,3.2,"macquarie park nsw 2113, australia",floor 2 · macquarie centre,Hospitality,2.48490665,1,2025-10-28,process,0.2006382951,0.64,26.60468066,Tier 3,Street
248,176987,68747234a526dc8aa9953694,https://www.google.com/maps/place/la+hacienda+peru/data=!4m7!3m6!1s0x6b12ae3b89fc205d:0xdbf2bd56d41d5b71!8m2!3d-33.8742406!4d151.2044059!16s%2fg%2f11cmxxm0my!19schijxsd8ituuemsrcvsd1fa98ts?authuser=0&hl=en&rclk=1,la hacienda peru,+61 405 237 777,a$20–40,peruvian restaurant,4.5,"210/298-304 sussex st, sydney nsw 2000, australia",,Hospitality,2.397895273,0,2025-10-12,process,0.188045144,0.9,16.76316008,Tier 3,Tele
249,198461,6874811a53ffbb1efc159694,https://www.google.com/maps/place/regent+brew+box/data=!4m7!3m6!1s0x6b12b1f0c3cca089:0x454483f7ac6d5ce4!8m2!3d-33.8934181!4d151.2001587!16s%2fg%2f11w5bk83zg!19schijiadmw_cxemsr5fxtrpedreu?authuser=0&hl=en&rclk=1,regent brew box,+61 420 425 346,a$20–40,cafe,4.7,"133 regent st, redfern nsw 2016, australia",,Hospitality,4.564348191,0,2025-10-22,process,0.5015957378,0.94,38.87170165,Tier 2,Tele
250,162993,68747543aca40c69408549fb,https://www.google.com/maps/place/view+sydney/data=!4m7!3m6!1s0x6b12aef30e2c68ef:0x33046b6d88607a77!8m2!3d-33.8414484!4d151.2084794!16s%2fg%2f1hc2g1bg4!19schij72gsdvouemsrd3pgig1rbdm?authuser=0&hl=en&rclk=1,view sydney,+61 2 9955 0499,,4-star hotel,4.2,"17 blue st, north sydney nsw 2060, australia",,Hospitality,1.791759469,1,2025-11-03,process,0.1003191476,0.84,20.38234033,Tier 3,Tele
251,948,687470f1eb8e78bc8ee8022c,https://www.google.com/maps/place/the+steam+engine/data=!4m7!3m6!1s0x6b12a8d476217cf1:0x3a00865b02627fb6!8m2!3d-33.7968942!4d151.1810482!16s%2fg%2f11bbx01_k0!19schij8xwhdtsoemsrtn9ialugado?authuser=0&hl=en&rclk=1,the steam engine,,a$1–20,espresso bar,4.4,"chatswood railway station, 25a/436 victoria ave, chatswood nsw 2067, australia",floor g · chatswood interchange,Hospitality,2.772588722,1,2025-10-20,process,0.2422745033,0.88,30.47921523,Tier 2,Street
252,141635,68747c4ff6d9c635e8e6d136,https://www.google.com/maps/place/shakm+indian+eatery+%28jhatka+food%29/data=!4m7!3m6!1s0x6b12a581d0236799:0xb99f65e2b6c7074b!8m2!3d-33.7793723!4d151.0519451!16s%2fg%2f11t46pvry0!19schijmwcj0iglemsrswfhtujln7k?authuser=0&hl=en&rclk=1,shakm indian eatery (jhatka food),+61 2 9688 5885,a$20–40,indian restaurant,4.8,"5/289 pennant hills rd, carlingford nsw 2118, australia",,Hospitality,4.077537444,0,2025-11-02,lost,0.4311396491,0.96,34.01977544,Tier 2,Tele
253,50163,6874e7ed53c5346e7f7dce77,https://www.google.com/maps/place/munch+express/data=!4m7!3m6!1s0x6b1297e8387c2b59:0xc199c7687e3c3dbf!8m2!3d-33.7827203!4d150.8204954!16s%2fg%2f1pwfw_qf3!19schijwst8ooixemsrvz08fmjhmce?authuser=0&hl=en&rclk=1,munch express,+61 1300 655 526,,mobile caterer,3.8,"unit 1/26 sterling rd, minchinbury nsw 2770, australia",,Hospitality,5.308267697,1,2025-10-09,lost,0.6092631608,0.76,55.68842126,Tier 1,Tele
254,76089,6874b024c436a393bd44af77,https://www.google.com/maps/place/mowbray+park+farmstay/data=!4m10!3m9!1s0x6b1255a48de0facd:0xe884c74ed76fa5a7!5m2!4m1!1i2!8m2!3d-34.1537028!4d150.5518998!16s%2fg%2f1tvw525b!19schijzfrgjarvemsrp6vv107hhog?authuser=0&hl=en&rclk=1,mowbray park farmstay,+61 2 7228 3300,,3-star hotel,4.4,"745 barkers lodge rd, picton nsw 2571, australia",,Hospitality,3.044522438,1,2025-10-29,won,0.2816314527,0.88,33.23420169,Tier 2,Tele
255,29165,68747dee6f56bd3aafcfe979,https://www.google.com/maps/place/cobb+%26+co/data=!4m7!3m6!1s0x6b0d7d5b1167bbf3:0x6c1542867538d157!8m2!3d-33.5998459!4d150.7528713!16s%2fg%2f11dftsk3kx!19schij87tnevt9dwsrv9e4dyzcfww?authuser=0&hl=en&rclk=1,cobb & co,,a$1–20,restaurant,3.5,"78 march st, richmond nsw 2753, australia",located in: richmond marketplace,Hospitality,8.008032847,1,2025-10-20,lost,1,0.7,82.8,Tier 1,Street
256,108918,687472624cfe0ef9ece2c586,https://www.google.com/maps/place/concourse+bar/data=!4m7!3m6!1s0x6b12ae40c254a5b7:0xc418b37396a6e5f4!8m2!3d-33.8660299!4d151.205451!16s%2fg%2f1tk9qy0j!19schijt6vuwkcuemsr9owmlnozgmq?authuser=0&hl=en&rclk=1,concourse bar,+61 2 9279 0544,a$20–40,bar,4.2,"concourse level, wynyard station, 33 york st, sydney nsw 2000, australia",,Hospitality,1.386294361,1,2025-10-21,process,0.04163620813,0.84,16.27453457,Tier 3,Tele
257,190632,68747cdb404f6ac47952f65c,https://www.google.com/maps/place/little+amigos+penrith/data=!4m7!3m6!1s0x6b1285205fdd9bc1:0xf90ad5064ecdaf15!8m2!3d-33.7507437!4d150.6946373!16s%2fg%2f11w3lfghxj!19schijwzvdxycfemsrfa_ntgbvcvk?authuser=0&hl=en&rclk=1,little amigos penrith,+61 414 606 028,a$20–40,children's cafe,4.8,"westfield penrith, food court, level 2/569-589 high st, penrith nsw 2750, australia",floor b · westfield penrith,Hospitality,4.204692619,1,2025-10-18,process,0.4495428096,0.96,45.30799667,Tier 1,Tele
258,149219,68747ce07f12364de73f7fab,https://www.google.com/maps/place/cafe+krunch/data=!4m7!3m6!1s0x6b1297ea33164635:0xf03561a8371b9438!8m2!3d-33.8371162!4d150.9362077!16s%2fg%2f1vxdyf7h!19schijnuywm-qxemsrojqbn6hhnfa?authuser=0&hl=en&rclk=1,cafe krunch,+61 2 9757 3930,a$1–20,cafe,4.2,"317 woodpark rd, smithfield nsw 2164, australia",,Hospitality,2.48490665,0,2025-10-06,lost,0.2006382951,0.84,17.40468066,Tier 3,Tele
259,113668,687471d9138006c93a218a64,https://www.google.com/maps/place/the+wine+library/data=!4m7!3m6!1s0x6b12ae0743d44cad:0xcc1b3f036717d931!8m2!3d-33.8888452!4d151.2325203!16s%2fg%2f1trpqyyb!19schijruzuqweuemsrmdkxzwm_g8w?authuser=0&hl=en&rclk=1,the wine library,+61 2 9368 7484,,restaurant,4.6,"18 oxford st, woollahra nsw 2025, australia",,Hospitality,5.433722004,0,2025-10-21,won,0.6274201546,0.92,47.59941082,Tier 1,Tele
260,106160,6874e794345d09af0b000cfe,https://www.google.com/maps/place/grill%27d+westfield+sydney/data=!4m7!3m6!1s0x6b12ae3ff62fa5b9:0xbdc8b1427bf48d29!8m2!3d-33.8700592!4d151.20929!16s%2fg%2f11c1rsfqcr!19schijuauv9j-uemsrky30e0kxyl0?authuser=0&hl=en&rclk=1,grill'd westfield sydney,+61 2 9223 7474,a$20–40,restaurant,4.1,"level 6/westfield 188 pitt st, sydney nsw 2000, australia",,Hospitality,2.079441542,1,2025-10-23,lost,0.1419553557,0.82,23.2168749,Tier 3,Tele
261,157138,687481d68cc79c880a6c696c,https://www.google.com/maps/place/papparich+macquarie/data=!4m7!3m6!1s0x6b12a60cc14b5cfb:0x9333cc22d480fda7!8m2!3d-33.7771611!4d151.1203438!16s%2fg%2f11b75kt0br!19schij-1xlwqymemsrp_2a1clmm5m?authuser=0&hl=en&rclk=1,papparich macquarie,+61 2 9870 8754,a$20–40,malaysian restaurant,3.6,"shop 449, upper level 3, macquarie centre cnr herring and, waterloo rd, north ryde nsw 2113, australia",,Hospitality,3.135494216,0,2025-10-13,won,0.2947977924,0.72,23.51584547,Tier 3,Tele
262,188613,687470cf5b8467aaf67aca44,https://www.google.com/maps/place/student+biryani+auburn/data=!4m7!3m6!1s0x6b12bcb05096073f:0x8046d6a016537182!8m2!3d-33.852529!4d151.032751!16s%2fg%2f11bwndz12b!19schijpwewulc8emsrgnftfqdwroa?authuser=0&hl=en&rclk=1,student biryani auburn,+61 413 632 438,a$1–20,pakistani restaurant,3.9,"42 auburn rd, auburn nsw 2144, australia",,Hospitality,3.688879454,0,2025-10-14,lost,0.3748892029,0.78,29.3622442,Tier 2,Tele
263,70711,68747cdb404f6ac47952f681,https://www.google.com/maps/place/lakeside+restaurant/data=!4m7!3m6!1s0x6b1285951e55521b:0xedb4855cbec90075!8m2!3d-33.7231032!4d150.6713567!16s%2fg%2f1tfkwg5r!19schijg1jvhpwfemsrdqdjvlyfto0?authuser=0&hl=en&rclk=1,lakeside restaurant,+61 2 4729 3222,a$60–80,restaurant,4.5,"sydney international regatta centre, gate a, old castlereagh rd, penrith nsw 2750, australia",,Hospitality,1.791759469,0,2025-10-25,won,0.1003191476,0.9,10.62234033,Tier 3,Tele
